tissue,week,mouse,pair,host.nk.naive,host.nk.activ,host.nk.cd69p,donor.nk.naive,donor.nk.activ,donor.nk.cd69p
Blood,2,57,29,0.030113636,0.696022727,0.014772727,0.034090909,0.221022727,0.001704545
Blood,2,58,29,0.007282124,0.7329105,0.01010101,0.004933051,0.233262861,0.000704722
PP,2,53,27,0.03125,0.21875,0.625,0.03125,0.078125,0.015625
PP,2,54,27,0.081632653,0.265306122,0.632653061,0.020408163,0,0
Blood,1,59,30,0.326487466,0.123829659,0.023255814,0.429175476,0.083962549,0.008758683
Blood,1,60,30,0.691160015,0.109101082,0.014546811,0.132413279,0.043267438,0.007086908
Blood,1,61,31,0.338110559,0.102661597,0.017256508,0.474115238,0.056449254,0.010821878
Blood,1,62,31,0.659768716,0.076384662,0.01552039,0.195678637,0.049908704,0.005782106
Blood,8,63,32,0.461852305,0.163402693,0.021827825,0.304569563,0.026927785,0.018359853
Blood,8,64,32,0.282669571,0.142501556,0.029247044,0.32078407,0.231642813,0.026602365
Blood,8,65,33,0.6552877,0.156431462,0.04451874,0.094140419,0.040119655,0.005278902
Blood,8,66,33,0.079519305,0.01661979,0.004346714,0.64612631,0.211454871,0.036819228
PP,1,60,30,0.217391304,0.47826087,0.326086957,0,0,0
PP,1,61,31,0.051546392,0.216494845,0.639175258,0.020618557,0.051546392,0.010309278
PP,1,62,31,0.135135135,0.486486486,0.405405405,0,0,0
PP,8,64,32,0.047619048,0.214285714,0.428571429,0.023809524,0.166666667,0.119047619
Blood,4,67,34,0.331364829,0.103237095,0.030621172,0.461067367,0.045275591,0.026902887
Blood,4,68,34,0.471271394,0.064995925,0.045028525,0.306642217,0.082518337,0.028117359
Blood,4,69,35,0.471830986,0.112676056,0.027464789,0.339612676,0.026056338,0.021126761
Blood,4,70,35,0.388844622,0.027888446,0.042549801,0.412270916,0.089243028,0.037609562
Blood,4,71,36,0.298403886,0.095998149,0.02752718,0.488086977,0.05759889,0.03030303
Blood,4,72,36,0.492395437,0.066539924,0.026344378,0.309342749,0.085822922,0.017925041
PP,4,67,34,0.037634409,0.360215054,0.403225806,0.043010753,0.150537634,0
PP,4,68,34,0.041237113,0.453608247,0.402061856,0.030927835,0.051546392,0.020618557
PP,4,69,35,0.03030303,0.282828283,0.555555556,0.04040404,0.080808081,0.01010101
PP,4,70,35,0.016949153,0.355932203,0.559322034,0,0.050847458,0
PP,4,71,36,0.052631579,0.333333333,0.307017544,0.052631579,0.219298246,0.026315789
PP,4,72,36,0.047244094,0.330708661,0.566929134,0,0.023622047,0.007874016
PP,0,73,0,0.103,0.385,0.513,0,0,0
PP,0,74,0,0.0571,0.457,0.486,0,0,0
PP,0,75,0,0.0833,0.389,0.528,0,0,0
PP,0,78,0,0.0056,0.631,0.346,0,0,0
PP,0,79,0,0.0299,0.373,0.597,0,0,0
Blood,0,73,0,0.8,0.0963,0.0997,0,0,0
Blood,0,74,0,0.781,0.128,0.0882,0,0,0
Blood,0,75,0,0.781,0.125,0.0899,0,0,0
Blood,0,76,0,0.809,0.0816,0.102,0,0,0
Blood,0,77,0,0.817,0.0972,0.0842,0,0,0
Blood,0,78,0,0.722,0.199,0.0632,0,0,0
Blood,0,79,0,0.845,0.0773,0.0762,0,0,0
Blood,0,80,0,0.665,0.216,0.11,0,0,0
Blood,0,81,0,0.766,0.243,0.0225,0,0,0
Blood,0,82,0,0.686,0.332,0.029,0,0,0
Blood,0,83,0,0.712,0.283,0.0465,0,0,0
Blood,0,84,0,0.726,0.281,0.0341,0,0,0
Blood,0,85,0,0.794,0.213,0.0243,0,0,0
PP,0,81,0,0.273,0.212,0.515,0,0,0
PP,0,83,0,0.148,0.344,0.508,0,0,0
PP,0,84,0,0.255,0.149,0.596,0,0,0
PP,0,85,0,0.212,0.182,0.606,0,0,0
Blood,0,86,0,0.853,0.106,0.0399,0,0,0
Blood,0,87,0,0.834,0.123,0.0407,0,0,0
Blood,0,88,0,0.675,0.255,0.0628,0,0,0
PP,0,86,0,0.25,0.304,0.441,0,0,0
PP,0,87,0,0.211,0.257,0.531,0,0,0
PP,0,88,0,0.217,0.333,0.449,0,0,0
Blood,0,89,0,0.895,0.0676,0.0344,0,0,0
Blood,0,90,0,0.889,0.0788,0.0291,0,0,0
Blood,0,91,0,0.9,0.061,0.0377,0,0,0
PP,0,89,0,0.0727,0.732,0.195,0,0,0
PP,0,90,0,0.198,0.256,0.554,0,0,0
PP,0,91,0,0.216,0.442,0.342,0,0,0
Blood,0,92,0,0.838,0.102,0.0685,0,0,0
Blood,0,93,0,0.814,0.101,0.093,0,0,0
Blood,0,94,0,0.858,0.121,0.0241,0,0,0
Blood,0,95,0,0.918,0.0527,0.0337,0,0,0
PP,0,92,0,0.207,0.187,0.607,0,0,0
PP,0,93,0,0.286,0.143,0.592,0,0,0
PP,0,94,0,0.0606,0.364,0.576,0,0,0
PP,0,95,0,0.175,0.317,0.524,0,0,0
