tissue,week,mouse,pair,host.b.naive,host.b.activ,host.b.cd69p,donor.b.naive,donor.b.activ,donor.b.cd69p
Pancreas,0,89,0,0.234,0.649,0.122,0,0,0
Pancreas,0,90,0,0.648,0.305,0.0445,0,0,0
Pancreas,0,91,0,0.625,0.313,0.0584,0,0,0
Blood,0,92,0,0.877,0.108,0.0183,0,0,0
Blood,0,93,0,0.858,0.126,0.02,0,0,0
Blood,0,94,0,0.875,0.113,0.0165,0,0,0
Blood,0,95,0,0.932,0.0534,0.018,0,0,0
Pancreas,0,92,0,0.213,0.624,0.172,0,0,0
Pancreas,0,93,0,0.259,0.615,0.136,0,0,0
Pancreas,0,94,0,0.0139,0.946,0.0451,0,0,0
Pancreas,0,95,0,0.0913,0.858,0.0613,0,0,0
