tissue,week,mouse,pair,host.tconv.naive,host.tconv.activ,host.tconv.cd69p,donor.tconv.naive,donor.tconv.activ,donor.tconv.cd69p
Blood,0,90,0,0.475,0.516,0.00058,0,0,0
Blood,0,91,0,0.539,0.452,0.0014,0,0,0
PP,0,89,0,0.382,0.182,0.436,0,0,0
PP,0,90,0,0.281,0.183,0.537,0,0,0
PP,0,91,0,0.48,0.149,0.369,0,0,0
Blood,0,92,0,0.832,0.17,0.0016,0,0,0
Blood,0,93,0,0.82,0.182,0.0019,0,0,0
Blood,0,94,0,0.774,0.228,0.002,0,0,0
Blood,0,95,0,0.697,0.302,0.0046,0,0,0
PP,0,92,0,0.301,0.221,0.489,0,0,0
PP,0,93,0,0.299,0.195,0.518,0,0,0
PP,0,94,0,0.222,0.387,0.406,0,0,0
PP,0,95,0,0.156,0.38,0.482,0,0,0
