tissue,week,mouse,pair,host.tconv.naive,host.tconv.activ,host.tconv.cd69p,donor.tconv.naive,donor.tconv.activ,donor.tconv.cd69p
Blood,8,65,33,0.595056115,0.192143963,0.000870743,0.183775155,0.026799536,0.000193498
Blood,8,66,33,0.147372348,0.013484703,0.000213197,0.654567743,0.181217354,0.001332481
BoneMarrow,4,67,34,0.070072489,0.297894373,0.442526752,0.066275457,0.097342078,0.02657922
BoneMarrow,4,68,34,0.029548989,0.262830482,0.521772939,0.026438569,0.129082426,0.031104199
BoneMarrow,4,69,35,0.04638009,0.333144796,0.50678733,0.043552036,0.058823529,0.012443439
BoneMarrow,4,70,35,0.017146018,0.193030973,0.66039823,0.01880531,0.101216814,0.009955752
BoneMarrow,4,71,36,0.00982801,0.09049959,0.017199017,0.01965602,0.257985258,0.606060606
BoneMarrow,4,72,36,0.036640726,0.135538262,0.066796368,0.037613489,0.257133593,0.46692607
Blood,4,67,34,0.429070427,0.226040257,0.001222547,0.257695498,0.084268436,0.000567611
Blood,4,68,34,0.311400293,0.055397727,0.00206195,0.508751833,0.120097141,0.00206195
Blood,4,69,35,0.478893479,0.198670738,0.001736423,0.261780732,0.057301958,0.001496916
Blood,4,70,35,0.308999587,0.049814229,0.002064125,0.48734003,0.149305078,0.001995321
Blood,4,71,36,0.399976502,0.14036187,0.002623952,0.387287538,0.065246338,0.00383802
Blood,4,72,36,0.367625446,0.072993212,0.006228567,0.416614179,0.127300721,0.009097907
BoneMarrow,0,73,0,0.144,0.559,0.297,0,0,0
BoneMarrow,0,74,0,0.166,0.612,0.219,0,0,0
BoneMarrow,0,75,0,0.175,0.494,0.328,0,0,0
BoneMarrow,0,76,0,0.177,0.465,0.357,0,0,0
BoneMarrow,0,77,0,0.112,0.578,0.31,0,0,0
BoneMarrow,0,78,0,0.152,0.438,0.41,0,0,0
BoneMarrow,0,79,0,0.276,0.466,0.255,0,0,0
BoneMarrow,0,80,0,0.245,0.455,0.3,0,0,0
Blood,0,73,0,0.943,0.0545,0.0013,0,0,0
Blood,0,74,0,0.929,0.068,0.0011,0,0,0
Blood,0,75,0,0.93,0.0672,0.0015,0,0,0
Blood,0,76,0,0.956,0.0428,0.00096,0,0,0
Blood,0,77,0,0.933,0.0645,0.00061,0,0,0
Blood,0,78,0,0.917,0.08,0.0011,0,0,0
Blood,0,79,0,0.957,0.0405,0.0012,0,0,0
Blood,0,80,0,0.924,0.0726,0.00086,0,0,0
BoneMarrow,0,81,0,0.306,0.347,0.341,0,0,0
BoneMarrow,0,82,0,0.343,0.382,0.274,0,0,0
BoneMarrow,0,83,0,0.24,0.292,0.466,0,0,0
BoneMarrow,0,84,0,0.244,0.325,0.429,0,0,0
BoneMarrow,0,85,0,0.255,0.26,0.487,0,0,0
Blood,0,81,0,0.642,0.356,0.00046,0,0,0
Blood,0,82,0,0.731,0.267,0.00022,0,0,0
Blood,0,83,0,0.658,0.34,0.00079,0,0,0
Blood,0,84,0,0.726,0.272,0.00075,0,0,0
Blood,0,85,0,0.739,0.259,0.0013,0,0,0
BoneMarrow,0,86,0,0.261,0.339,0.396,0,0,0
BoneMarrow,0,87,0,0.193,0.432,0.375,0,0,0
BoneMarrow,0,88,0,0.26,0.36,0.378,0,0,0
Blood,0,86,0,0.579,0.417,0.0007,0,0,0
Blood,0,87,0,0.491,0.505,0.00097,0,0,0
Blood,0,88,0,0.736,0.26,0.0011,0,0,0
BoneMarrow,0,89,0,0.399,0.283,0.318,0,0,0
BoneMarrow,0,90,0,0.471,0.263,0.266,0,0,0
BoneMarrow,0,91,0,0.244,0.259,0.497,0,0,0
Blood,0,89,0,0.477,0.513,0.00056,0,0,0
Blood,0,90,0,0.475,0.516,0.00058,0,0,0
Blood,0,91,0,0.539,0.452,0.0014,0,0,0
BoneMarrow,0,92,0,0.173,0.236,0.596,0,0,0
BoneMarrow,0,93,0,0.224,0.228,0.552,0,0,0
BoneMarrow,0,94,0,0.252,0.273,0.479,0,0,0
BoneMarrow,0,95,0,0.183,0.38,0.444,0,0,0
Blood,0,92,0,0.832,0.17,0.0016,0,0,0
Blood,0,93,0,0.82,0.182,0.0019,0,0,0
Blood,0,94,0,0.774,0.228,0.002,0,0,0
Blood,0,95,0,0.697,0.302,0.0046,0,0,0
