tissue,week,mouse,pair,host.tconv.naive,host.tconv.activ,host.tconv.cd69p,donor.tconv.naive,donor.tconv.activ,donor.tconv.cd69p
LN,0,78,0,0.385,0.435,0.177,0,0,0
LN,0,79,0,0.615,0.23,0.156,0,0,0
LN,0,80,0,0.577,0.289,0.134,0,0,0
Blood,0,73,0,0.943,0.0545,0.0013,0,0,0
Blood,0,74,0,0.929,0.068,0.0011,0,0,0
Blood,0,75,0,0.93,0.0672,0.0015,0,0,0
Blood,0,76,0,0.956,0.0428,0.00096,0,0,0
Blood,0,77,0,0.933,0.0645,0.00061,0,0,0
Blood,0,78,0,0.917,0.08,0.0011,0,0,0
Blood,0,79,0,0.957,0.0405,0.0012,0,0,0
Blood,0,80,0,0.924,0.0726,0.00086,0,0,0
Blood,0,81,0,0.642,0.356,0.00046,0,0,0
Blood,0,82,0,0.731,0.267,0.00022,0,0,0
Blood,0,83,0,0.658,0.34,0.00079,0,0,0
Blood,0,84,0,0.726,0.272,0.00075,0,0,0
Blood,0,85,0,0.739,0.259,0.0013,0,0,0
LN,0,81,0,0.843,0.0559,0.102,0,0,0
LN,0,82,0,0.774,0.0721,0.154,0,0,0
LN,0,83,0,0.81,0.0577,0.133,0,0,0
LN,0,84,0,0.826,0.0532,0.121,0,0,0
LN,0,85,0,0.807,0.0609,0.133,0,0,0
Blood,0,86,0,0.579,0.417,0.0007,0,0,0
Blood,0,87,0,0.491,0.505,0.00097,0,0,0
Blood,0,88,0,0.736,0.26,0.0011,0,0,0
LN,0,87,0,0.826,0.067,0.107,0,0,0
LN,0,88,0,0.834,0.06,0.105,0,0,0
LN,0,86,0,0.826,0.0562,0.118,0,0,0
Blood,0,89,0,0.477,0.513,0.00056,0,0,0
Blood,0,90,0,0.475,0.516,0.00058,0,0,0
Blood,0,91,0,0.539,0.452,0.0014,0,0,0
LN,0,89,0,0.704,0.105,0.192,0,0,0
LN,0,90,0,0.812,0.0458,0.143,0,0,0
LN,0,91,0,0.793,0.0712,0.137,0,0,0
Blood,0,92,0,0.832,0.17,0.0016,0,0,0
Blood,0,93,0,0.82,0.182,0.0019,0,0,0
Blood,0,94,0,0.774,0.228,0.002,0,0,0
Blood,0,95,0,0.697,0.302,0.0046,0,0,0
LN,0,92,0,0.801,0.0694,0.135,0,0,0
LN,0,93,0,0.859,0.0302,0.114,0,0,0
LN,0,94,0,0.789,0.0623,0.153,0,0,0
LN,0,95,0,0.774,0.073,0.158,0,0,0
