tissue,week,mouse,pair,host.cd8.naive,host.cd8.activ,host.cd8.cd69p,donor.cd8.naive,donor.cd8.activ,donor.cd8.cd69p
Blood,8,36,18,0.347492785,0.099657287,0.000901876,0.46780303,0.080357143,0.002795815
Blood,8,37,19,0.562403698,0.087680681,0.001907697,0.266123707,0.07946291,0.001467459
Blood,8,38,19,0.249490056,0.046277409,0.000254972,0.611677715,0.087901581,0.00299592
Brain,8,33,17,0.06894198,0.184982935,0.251877133,0.041638225,0.144027304,0.302389078
Brain,8,34,17,0.00795756,0.039787798,0.390583554,0.01061008,0.084880637,0.462864721
Brain,8,35,18,0.02647585,0.03255814,0.037924866,0.017889088,0.115563506,0.76744186
Brain,8,36,18,0.007396871,0.079943101,0.521763869,0.005974395,0.035561878,0.347652916
Brain,8,37,19,0.058404558,0.047008547,0.030626781,0.032763533,0.084045584,0.743589744
Brain,8,38,19,0.02520436,0.040871935,0.081743869,0.061989101,0.162125341,0.619209809
Blood,2,39,20,0.397725868,0.077369917,0.004449388,0.476208132,0.040415276,0.001977506
Blood,2,40,20,0.493641775,0.141504329,0.005952381,0.301948052,0.050730519,0.005005411
Blood,2,41,21,0.367289588,0.119713362,0.007446958,0.426443726,0.073907545,0.003934242
Blood,2,42,21,0.473044961,0.09833795,0.003942041,0.357234179,0.061367995,0.004261666
Blood,2,43,22,0.37289745,0.106483993,0.001627781,0.450623983,0.063483451,0.002984265
Blood,2,44,22,0.367015099,0.146470512,0.003742418,0.310362627,0.166473093,0.003355272
Brain,2,39,20,0.090909091,0.212121212,0.393939394,0.121212121,0.090909091,0.03030303
Brain,2,40,20,0.142857143,0.285714286,0.266666667,0.114285714,0.085714286,0.104761905
Brain,2,41,21,0.039800995,0.268656716,0.393034826,0.009950249,0.104477612,0.154228856
Brain,2,42,21,0.033557047,0.187919463,0.677852349,0.020134228,0.060402685,0.013422819
Brain,2,43,22,0.107526882,0.365591398,0.247311828,0.11827957,0.096774194,0.043010753
Brain,2,44,22,0.085106383,0.223404255,0.191489362,0.085106383,0.361702128,0.053191489
Blood,1,45,23,0.362404385,0.230078901,0.001626212,0.223333133,0.177979883,0.000903451
