tissue,week,mouse,pair,host.cd8.naive,host.cd8.activ,host.cd8.cd69p,donor.cd8.naive,donor.cd8.activ,donor.cd8.cd69p
Blood,8,36,18,0.347492785,0.099657287,0.000901876,0.46780303,0.080357143,0.002795815
Blood,8,37,19,0.562403698,0.087680681,0.001907697,0.266123707,0.07946291,0.001467459
Blood,8,38,19,0.249490056,0.046277409,0.000254972,0.611677715,0.087901581,0.00299592
Kidney,8,33,17,0.02637037,0.117925926,0.181037037,0.012740741,0.074074074,0.585777778
Kidney,8,34,17,0.02041429,0.100270189,0.223356349,0.050735515,0.235064545,0.36805764
Kidney,8,35,18,0.023537803,0.173323823,0.077746077,0.029243937,0.22467903,0.469329529
Kidney,8,36,18,0.055194805,0.194805195,0.280844156,0.078733766,0.208603896,0.180194805
Kidney,8,37,19,0.030501089,0.248366013,0.082788671,0.021786492,0.163398693,0.453159041
Kidney,8,38,19,0.0256,0.0832,0.043733333,0.0592,0.279466667,0.506133333
Blood,2,39,20,0.397725868,0.077369917,0.004449388,0.476208132,0.040415276,0.001977506
Blood,2,40,20,0.493641775,0.141504329,0.005952381,0.301948052,0.050730519,0.005005411
Blood,2,41,21,0.367289588,0.119713362,0.007446958,0.426443726,0.073907545,0.003934242
Blood,2,42,21,0.473044961,0.09833795,0.003942041,0.357234179,0.061367995,0.004261666
Blood,2,43,22,0.37289745,0.106483993,0.001627781,0.450623983,0.063483451,0.002984265
Blood,2,44,22,0.367015099,0.146470512,0.003742418,0.310362627,0.166473093,0.003355272
Kidney,2,39,20,0.073809524,0.289285714,0.401190476,0.048809524,0.123809524,0.058333333
Kidney,2,40,20,0.080612925,0.420164335,0.247612703,0.053075727,0.131023762,0.050410837
Kidney,2,41,21,0.045913682,0.291092746,0.295684114,0.026629936,0.175390266,0.15610652
Kidney,2,42,21,0.093025322,0.273034207,0.204531319,0.098533985,0.253842737,0.049311417
Kidney,2,43,22,0.046632124,0.471502591,0.147668394,0.028497409,0.233160622,0.062176166
Kidney,2,44,22,0.041676261,0.227032006,0.175454755,0.03753166,0.385678103,0.118811881
Blood,1,45,23,0.362404385,0.230078901,0.001626212,0.223333133,0.177979883,0.000903451
