tissue,week,mouse,pair,host.nk.naive,host.nk.activ,host.nk.cd69p,donor.nk.naive,donor.nk.activ,donor.nk.cd69p
Blood,8,66,33,0.079519305,0.01661979,0.004346714,0.64612631,0.211454871,0.036819228
Spleen,1,59,30,0.331199069,0.180442375,0.11757858,0.325669383,0.034342258,0.007566938
Spleen,1,60,30,0.568930275,0.189189189,0.133318192,0.074721781,0.020440609,0.011355894
Spleen,1,61,31,0.304289183,0.216347451,0.068519018,0.367143243,0.036957108,0.008092797
Spleen,1,62,31,0.550963331,0.194220012,0.079397141,0.135643257,0.028899938,0.012585457
Spleen,8,63,32,0.308300395,0.268774704,0.136758893,0.233992095,0.032411067,0.018972332
Spleen,8,64,32,0.290572792,0.104415274,0.128878282,0.269689737,0.136634845,0.068615752
Spleen,8,65,33,0.469736161,0.21624418,0.111226073,0.095706156,0.085359545,0.02741852
Spleen,8,66,33,0.06256572,0.011041009,0.004206099,0.445846477,0.284963197,0.186645636
Blood,4,67,34,0.331364829,0.103237095,0.030621172,0.461067367,0.045275591,0.026902887
Blood,4,68,34,0.471271394,0.064995925,0.045028525,0.306642217,0.082518337,0.028117359
Blood,4,69,35,0.471830986,0.112676056,0.027464789,0.339612676,0.026056338,0.021126761
Blood,4,70,35,0.388844622,0.027888446,0.042549801,0.412270916,0.089243028,0.037609562
Blood,4,71,36,0.298403886,0.095998149,0.02752718,0.488086977,0.05759889,0.03030303
Blood,4,72,36,0.492395437,0.066539924,0.026344378,0.309342749,0.085822922,0.017925041
Spleen,4,67,34,0.246747797,0.190935795,0.180864457,0.298783047,0.039446076,0.039026437
Spleen,4,68,34,0.420289855,0.091032609,0.176630435,0.219202899,0.055253623,0.035778986
Spleen,4,69,35,0.329946783,0.214804064,0.122883406,0.269472666,0.033865506,0.026124819
Spleen,4,70,35,0.357424442,0.066360053,0.14586071,0.291721419,0.083771353,0.052890933
Spleen,4,71,36,0.167624021,0.042819843,0.023498695,0.428720627,0.161879896,0.174934726
Spleen,4,72,36,0.409529554,0.060313631,0.042822678,0.287092883,0.146562123,0.050060314
Spleen,0,73,0,0.695,0.171,0.134,0,0,0
Spleen,0,74,0,0.637,0.248,0.114,0,0,0
Spleen,0,75,0,0.599,0.246,0.15,0,0,0
Spleen,0,76,0,0.58,0.239,0.179,0,0,0
Spleen,0,77,0,0.607,0.239,0.151,0,0,0
Spleen,0,78,0,0.61,0.226,0.163,0,0,0
Spleen,0,79,0,0.574,0.272,0.153,0,0,0
Spleen,0,80,0,0.507,0.261,0.229,0,0,0
Blood,0,73,0,0.8,0.0963,0.0997,0,0,0
Blood,0,74,0,0.781,0.128,0.0882,0,0,0
Blood,0,75,0,0.781,0.125,0.0899,0,0,0
Blood,0,76,0,0.809,0.0816,0.102,0,0,0
Blood,0,77,0,0.817,0.0972,0.0842,0,0,0
Blood,0,78,0,0.722,0.199,0.0632,0,0,0
Blood,0,79,0,0.845,0.0773,0.0762,0,0,0
Blood,0,80,0,0.665,0.216,0.11,0,0,0
Blood,0,81,0,0.766,0.243,0.0225,0,0,0
Blood,0,82,0,0.686,0.332,0.029,0,0,0
Blood,0,83,0,0.712,0.283,0.0465,0,0,0
Blood,0,84,0,0.726,0.281,0.0341,0,0,0
Blood,0,85,0,0.794,0.213,0.0243,0,0,0
Spleen,0,81,0,0.786,0.199,0.0209,0,0,0
Spleen,0,82,0,0.732,0.238,0.0362,0,0,0
Spleen,0,83,0,0.774,0.18,0.0548,0,0,0
Spleen,0,84,0,0.792,0.177,0.0363,0,0,0
Spleen,0,85,0,0.776,0.185,0.0416,0,0,0
Blood,0,86,0,0.853,0.106,0.0399,0,0,0
Blood,0,87,0,0.834,0.123,0.0407,0,0,0
Blood,0,88,0,0.675,0.255,0.0628,0,0,0
Spleen,0,86,0,0.688,0.241,0.0683,0,0,0
Spleen,0,87,0,0.715,0.224,0.0593,0,0,0
Spleen,0,88,0,0.459,0.414,0.123,0,0,0
Blood,0,89,0,0.895,0.0676,0.0344,0,0,0
Blood,0,90,0,0.889,0.0788,0.0291,0,0,0
Blood,0,91,0,0.9,0.061,0.0377,0,0,0
Spleen,0,89,0,0.583,0.364,0.05,0,0,0
Spleen,0,90,0,0.637,0.308,0.0536,0,0,0
Spleen,0,91,0,0.667,0.237,0.0934,0,0,0
Blood,0,92,0,0.838,0.102,0.0685,0,0,0
Blood,0,93,0,0.814,0.101,0.093,0,0,0
Blood,0,94,0,0.858,0.121,0.0241,0,0,0
Blood,0,95,0,0.918,0.0527,0.0337,0,0,0
Spleen,0,92,0,0.614,0.216,0.178,0,0,0
Spleen,0,93,0,0.527,0.263,0.225,0,0,0
Spleen,0,94,0,0.66,0.191,0.156,0,0,0
Spleen,0,95,0,0.542,0.286,0.181,0,0,0
