tissue,week,mouse,pair,host.nk.naive,host.nk.activ,host.nk.cd69p,donor.nk.naive,donor.nk.activ,donor.nk.cd69p
Blood,4,52,26,0.438347524,0.025701671,0.002680542,0.474456008,0.054556922,0.0029959
Brain,1,45,23,0.127659574,0.254305978,0.278622087,0.080040527,0.241134752,0.014184397
Brain,1,46,23,0.254716981,0.437437934,0.164349553,0.096822244,0.040714995,0.002482622
Brain,1,47,24,0.148500366,0.196781273,0.206291149,0.108997805,0.32479883,0.010241405
Brain,1,48,24,0.282208589,0.452100047,0.132137801,0.090136857,0.035394054,0.003775366
Brain,4,49,25,0.123511905,0.205357143,0.391369048,0.126488095,0.110119048,0.038690476
Brain,4,50,25,0.248246844,0.3085554,0.217391304,0.164095372,0.039270687,0.020336606
Brain,4,51,26,0.071368598,0.324097397,0.353484467,0.073047859,0.155331654,0.019311503
Brain,4,52,26,0.153291253,0.587015329,0.148782687,0.078449053,0.020739405,0.003606853
Blood,2,53,27,0.546696384,0.083471134,0.010353009,0.298439859,0.052843483,0.003522899
Blood,2,54,27,0.366085965,0.180153045,0.005617063,0.350537284,0.086698144,0.003663302
Blood,2,55,28,0.376502475,0.123497525,0.008484563,0.399127975,0.083549375,0.004360123
Blood,2,56,28,0.425026776,0.147090325,0.006604784,0.299178865,0.11370939,0.004284184
Blood,2,57,29,0.030113636,0.696022727,0.014772727,0.034090909,0.221022727,0.001704545
Blood,2,58,29,0.007282124,0.7329105,0.01010101,0.004933051,0.233262861,0.000704722
Brain,2,53,27,0.101535836,0.48890785,0.1471843,0.035836177,0.207764505,0.006399317
Brain,2,54,27,0.07690195,0.648173579,0.09200769,0.068937105,0.098873936,0.009063444
Brain,2,55,28,0.041491449,0.479955144,0.176619008,0.020185029,0.263807121,0.01065321
Brain,2,56,28,0.078186796,0.662306054,0.122604198,0.043200487,0.078795254,0.010648007
Brain,2,57,29,0.020399113,0.444345898,0.135254989,0.005321508,0.384922395,0.002660754
Brain,2,58,29,0.019167217,0.732980833,0.110376735,0.005948447,0.12161269,0.007270324
Blood,1,59,30,0.326487466,0.123829659,0.023255814,0.429175476,0.083962549,0.008758683
Blood,1,60,30,0.691160015,0.109101082,0.014546811,0.132413279,0.043267438,0.007086908
Blood,1,61,31,0.338110559,0.102661597,0.017256508,0.474115238,0.056449254,0.010821878
Blood,1,62,31,0.659768716,0.076384662,0.01552039,0.195678637,0.049908704,0.005782106
Blood,8,63,32,0.461852305,0.163402693,0.021827825,0.304569563,0.026927785,0.018359853
Blood,8,64,32,0.282669571,0.142501556,0.029247044,0.32078407,0.231642813,0.026602365
Blood,8,65,33,0.6552877,0.156431462,0.04451874,0.094140419,0.040119655,0.005278902
Blood,8,66,33,0.079519305,0.01661979,0.004346714,0.64612631,0.211454871,0.036819228
Brain,1,59,30,0.064182195,0.329192547,0.447204969,0.095238095,0.041407867,0.01863354
Brain,1,60,30,0.236941711,0.334595004,0.240726722,0.064345193,0.065859198,0.058289175
Brain,1,61,31,0.073076923,0.330769231,0.296153846,0.153846154,0.130769231,0.023076923
Brain,1,62,31,0.229195089,0.311050477,0.369713506,0.049113233,0.019099591,0.020463847
Brain,8,63,32,0.138746146,0.25282631,0.409044193,0.105858171,0.052415211,0.049331963
Brain,8,64,32,0.152456647,0.153901734,0.405346821,0.119942197,0.087427746,0.088150289
Brain,8,65,33,0.212837838,0.194256757,0.202702703,0.04222973,0.241554054,0.109797297
Brain,8,66,33,0.046632124,0.03626943,0.041450777,0.29015544,0.226252159,0.364421416
Blood,4,67,34,0.331364829,0.103237095,0.030621172,0.461067367,0.045275591,0.026902887
Blood,4,68,34,0.471271394,0.064995925,0.045028525,0.306642217,0.082518337,0.028117359
Blood,4,69,35,0.471830986,0.112676056,0.027464789,0.339612676,0.026056338,0.021126761
Blood,4,70,35,0.388844622,0.027888446,0.042549801,0.412270916,0.089243028,0.037609562
Blood,4,71,36,0.298403886,0.095998149,0.02752718,0.488086977,0.05759889,0.03030303
Blood,4,72,36,0.492395437,0.066539924,0.026344378,0.309342749,0.085822922,0.017925041
Brain,4,67,34,0.116389549,0.412509897,0.247822644,0.115597783,0.090261283,0.019794141
Brain,4,68,34,0.105610561,0.583333333,0.189768977,0.059405941,0.045379538,0.011551155
Brain,4,69,35,0.065934066,0.383045526,0.302982732,0.064364207,0.160910518,0.021978022
Brain,4,70,35,0.124027237,0.414883268,0.274805447,0.087548638,0.075875486,0.026264591
Brain,4,71,36,0.059743954,0.408250356,0.405405405,0.062588905,0.045519203,0.018492176
Brain,4,72,36,0.215946844,0.417275748,0.194019934,0.09833887,0.057142857,0.015282392
Brain,0,73,0,0.0464,0.877,0.0772,0,0,0
Brain,0,74,0,0.0617,0.833,0.106,0,0,0
Brain,0,75,0,0.0423,0.881,0.0774,0,0,0
Brain,0,76,0,0.0359,0.928,0.0373,0,0,0
Brain,0,77,0,0.0228,0.935,0.0423,0,0,0
Brain,0,78,0,0.123,0.743,0.133,0,0,0
Brain,0,79,0,0.0197,0.941,0.0387,0,0,0
Brain,0,80,0,0.0238,0.939,0.0372,0,0,0
Blood,0,73,0,0.8,0.0963,0.0997,0,0,0
Blood,0,74,0,0.781,0.128,0.0882,0,0,0
Blood,0,75,0,0.781,0.125,0.0899,0,0,0
Blood,0,76,0,0.809,0.0816,0.102,0,0,0
Blood,0,77,0,0.817,0.0972,0.0842,0,0,0
Blood,0,78,0,0.722,0.199,0.0632,0,0,0
Blood,0,79,0,0.845,0.0773,0.0762,0,0,0
Blood,0,80,0,0.665,0.216,0.11,0,0,0
Blood,0,81,0,0.766,0.243,0.0225,0,0,0
Blood,0,82,0,0.686,0.332,0.029,0,0,0
Blood,0,83,0,0.712,0.283,0.0465,0,0,0
Blood,0,84,0,0.726,0.281,0.0341,0,0,0
Blood,0,85,0,0.794,0.213,0.0243,0,0,0
Brain,0,81,0,0.423,0.401,0.179,0,0,0
Brain,0,82,0,0.266,0.553,0.184,0,0,0
Brain,0,83,0,0.302,0.476,0.224,0,0,0
Brain,0,84,0,0.312,0.412,0.278,0,0,0
Brain,0,85,0,0.28,0.471,0.254,0,0,0
Blood,0,86,0,0.853,0.106,0.0399,0,0,0
Blood,0,87,0,0.834,0.123,0.0407,0,0,0
Blood,0,88,0,0.675,0.255,0.0628,0,0,0
Brain,0,86,0,0.226,0.468,0.307,0,0,0
Brain,0,87,0,0.253,0.474,0.27,0,0,0
Brain,0,88,0,0.115,0.527,0.36,0,0,0
Blood,0,89,0,0.895,0.0676,0.0344,0,0,0
Blood,0,90,0,0.889,0.0788,0.0291,0,0,0
Blood,0,91,0,0.9,0.061,0.0377,0,0,0
Brain,0,89,0,0.177,0.62,0.197,0,0,0
Brain,0,90,0,0.25,0.571,0.174,0,0,0
Brain,0,91,0,0.21,0.6,0.187,0,0,0
Blood,0,92,0,0.838,0.102,0.0685,0,0,0
Blood,0,93,0,0.814,0.101,0.093,0,0,0
Blood,0,94,0,0.858,0.121,0.0241,0,0,0
Blood,0,95,0,0.918,0.0527,0.0337,0,0,0
Brain,0,92,0,0.0183,0.903,0.0792,0,0,0
Brain,0,93,0,0.0761,0.81,0.124,0,0,0
Brain,0,94,0,0.169,0.493,0.342,0,0,0
Brain,0,95,0,0.279,0.429,0.31,0,0,0
