tissue,week,mouse,pair,host.nk.naive,host.nk.activ,host.nk.cd69p,donor.nk.naive,donor.nk.activ,donor.nk.cd69p
Blood,8,66,33,0.079519305,0.01661979,0.004346714,0.64612631,0.211454871,0.036819228
Muscle,1,59,30,0.180647899,0.232564719,0.495119536,0.050785118,0.015985288,0.023765738
Muscle,1,60,30,0.344810379,0.29324684,0.305888224,0.027777778,0.013140386,0.01497006
Muscle,1,61,31,0.261675315,0.152952805,0.364714603,0.127996046,0.027427724,0.065974796
Muscle,1,62,31,0.247720365,0.245440729,0.294072948,0.066869301,0.075987842,0.071428571
Muscle,8,63,32,0.205211726,0.200325733,0.205211726,0.084690554,0.169381107,0.125407166
Muscle,8,64,32,0.136801541,0.300578035,0.188824663,0.104046243,0.140655106,0.10982659
Muscle,8,65,33,0.101156069,0.247109827,0.401734104,0.101156069,0.052023121,0.104046243
Muscle,8,66,33,0.038176034,0.01378579,0.033934252,0.369034995,0.164369035,0.390243902
Blood,4,67,34,0.331364829,0.103237095,0.030621172,0.461067367,0.045275591,0.026902887
Blood,4,68,34,0.471271394,0.064995925,0.045028525,0.306642217,0.082518337,0.028117359
Blood,4,69,35,0.471830986,0.112676056,0.027464789,0.339612676,0.026056338,0.021126761
Blood,4,70,35,0.388844622,0.027888446,0.042549801,0.412270916,0.089243028,0.037609562
Blood,4,71,36,0.298403886,0.095998149,0.02752718,0.488086977,0.05759889,0.03030303
Blood,4,72,36,0.492395437,0.066539924,0.026344378,0.309342749,0.085822922,0.017925041
Muscle,4,67,34,0.224390244,0.327403156,0.251649928,0.140315638,0.017216643,0.038163558
Muscle,4,68,34,0.081558125,0.628119294,0.119902617,0.042604991,0.092513694,0.032866707
Muscle,4,69,35,0.1151903,0.223981138,0.528460761,0.064331425,0.017514315,0.049848434
Muscle,4,70,35,0.145619335,0.36978852,0.221148036,0.102114804,0.080362538,0.081570997
Muscle,4,71,36,0.114554974,0.298848168,0.390366492,0.111204188,0.028272251,0.055078534
Muscle,4,72,36,0.099934683,0.653821032,0.140431091,0.0365774,0.04572175,0.016329197
Muscle,0,73,0,0.264,0.511,0.224,0,0,0
Muscle,0,74,0,0.196,0.434,0.371,0,0,0
Muscle,0,75,0,0.285,0.316,0.399,0,0,0
Muscle,0,76,0,0.134,0.64,0.229,0,0,0
Muscle,0,77,0,0.168,0.481,0.353,0,0,0
Muscle,0,78,0,0.151,0.317,0.532,0,0,0
Muscle,0,79,0,0.261,0.308,0.431,0,0,0
Muscle,0,80,0,0.271,0.199,0.53,0,0,0
Blood,0,73,0,0.8,0.0963,0.0997,0,0,0
Blood,0,74,0,0.781,0.128,0.0882,0,0,0
Blood,0,75,0,0.781,0.125,0.0899,0,0,0
Blood,0,76,0,0.809,0.0816,0.102,0,0,0
Blood,0,77,0,0.817,0.0972,0.0842,0,0,0
Blood,0,78,0,0.722,0.199,0.0632,0,0,0
Blood,0,79,0,0.845,0.0773,0.0762,0,0,0
Blood,0,80,0,0.665,0.216,0.11,0,0,0
Blood,0,81,0,0.766,0.243,0.0225,0,0,0
Blood,0,82,0,0.686,0.332,0.029,0,0,0
Blood,0,83,0,0.712,0.283,0.0465,0,0,0
Blood,0,84,0,0.726,0.281,0.0341,0,0,0
Blood,0,85,0,0.794,0.213,0.0243,0,0,0
Muscle,0,81,0,0.347,0.565,0.0787,0,0,0
